,question,answer,category,table_id
753,How many years did Ryan Hunter-Reay was participated in Rolex Grand-Am Sports Car Series from 2006?,7 Years,car driver,521
754,How many of Ryan Hunter-Reay's IndyCar podiums were not wins?,28,car driver,521
755,How many years ago did Ryan Hunter-Reay won WorldCom Rising Star Award?,20 Years ago,car driver,521
756,How many times did Timo Glock start a DTM race and did not win?,141 times,car driver,523
757,In what series did Timo Glock have is best finish?,DTM,car driver,523
758,How many years ago did Timo Glock last race in Formula One World Championship career?,10 Years ago (2012),car driver,523
759,What was the age when Timo Glock participated in Formula BMW 2001?,Age of 19,car driver,523
760,How many times did Timo Glock was best finish in DTM career from 2013?,"2 Times (2018, 2020)",car driver,523
761,How many years were between Glock's best finish in his  DTM career and his first best finish in his Champ Car career?,13,car driver,523
762,How old was Glock for his last entry in the Formula One World Championship?,30,car driver,523
763,What other series did Timo Glock race in the same year a his first entry in his   Formula One World Championship career?,Porsche Supercup,car driver,523
764,How many different DTM and Formula One teams was Timo Glock associated with?,8,car driver,523
765,How many years after Dennis Erickson's first coaching job did he become head coach for the Salt Lake Stallions?,50,nfl,540
766,In what year did Dennis Erickson receive his second national champion award?,1991,nfl,540
767,What was the first team that Dennis Erickson coached?,Montana State,nfl,540
768,What was the most recent team that Dennis Erickson coached?,Salt Lake Stallions,nfl,540
769,When was the last year that Dennis Erickson coached for an NFL team?,2004,nfl,540
770,How many years did Dennis Erickson worked as Head coach for Idaho from 1982?,3 Years,nfl,540
771,How many times did Dennis Erickson was won Big East Coach of the Year from 1985?,"3 Times (1991, 1992, 1994)",nfl,540
772,What was the age when Dennis Erickson won Big Sky Champion in 1985?,Age of 38,nfl,540
773,What year did Dennis Erickson coach at Billings Central Catholic High School?,1971,nfl,540
774,Which team did Derrell Palmer was played in 1950?,Cleveland Browns,nfl,546
775,What was the age when Derrell Palmer awarded TCU Hall of Fame in 1978?,Age of 56,nfl,546
776,How many years did Derrell Palmer play for the Cleveland Browns?,4 years,nfl,546
777,How old was Derrell Palmer when he entered the NFL draft?,21 years old,nfl,546
778,When did Derrell Palmer last play a professional sport?,1953,nfl,546
779,What was the last award or honor given to Derrell Palmer?,TCU Hall of Fame,nfl,546
780,What pro team did Derrell Palmer spend the most time with?,Cleveland Browns,nfl,546
781,How many total years did Derrell Palmer play for the NFL?,7 years,nfl,546
782,How many years ago did Derrell Palmer was died?,13 Years ago (2009),nfl,546
783,How many parties does Joe’s Biden’s is associated with in his entire lifetime?,one,nfl,547
784,Who was Joe Biden married to when he was first elected to the Senate?,Unmarried,nfl,547
785,What was the age when Derrick Brooks won NFL Defensive Player of the Year in 2002?,Age of 29,nfl,547
786,Which team did Derrick Brooks was played in 2000?,Tampa Bay Buccaneers,nfl,547
787,Where did Derrick Brooks was studied college in 1993?,Florida State,nfl,547
788,What state did Brooks play his entire collegiate and professional career in?,Florida,nfl,547
789,What year was the most illustrious of Brooks' career?,2002,nfl,547
790,What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",nfl,547
791,For how many seasons did Brooks play for Tampa Bay?,14,nfl,547
792,When was the last time that Derrick Summers made the second team all arena?,2018,nfl,551
793,How old was Derrick Summers when he played for the Jacksonville Sharks in 2011?,23 years old,nfl,551
794,What was the first team that Derrick Summers played for?,Sharks,nfl,551
795,How many professional teams did Summers play for?,Eight,nfl,551
796,How many years did Derrick Summers have in his playing career?,8 years,nfl,551
797,How many Ohio teams did Summers play for at the collegiate and professional level?,Three,nfl,551
798,How many years did Derrick Summers play for the Jacksonville Sharks?,3,nfl,551
799,What was the last team that Derrick Summers played for?,Destroyers,nfl,551
800,Which team was Summers longest tenured with?,Jacksonville Sharks,nfl,551
801,How old was Emmitt Smith when he graduated college?,20,rugby,558
802,Which team did Emmitt Smith play for when he won NFL Most Valuable Player?,Dallas Cowboys,rugby,558
803,How old was Emmitt Smith when he played in the Pro Bowl the last time?,30,rugby,558
804,How many years did Emmitt Smith play for the Dallas Cowboys?,12 years,rugby,558
805,Who did Emmitt Smith play for in 2003?,Arizona Cardinals,rugby,558
806,How old was Emmitt Smith when he began playing for the Dallas Cowboys?,21 years old,rugby,558
807,Where did Emmitt Smith was studied college in 1988?,Florida,rugby,558
808,What is the age when Emmitt Smith  was received the award of NFL Most Valuable Player 1993?,At the age of 24,rugby,558
809,How many years did Emmitt Smith was played for Dallas Cowboys?,12 years (1990-2002),rugby,558
810,How long before Jeelani died did his NBA career end?,37 years,ice hockey,561
811,When was the last year of college for Abdul Jeelani?,1976,ice hockey,561
812,How long did Abdul Jeelani's playing career last?,13 years,ice hockey,561
813,Where did Abdul Jeelani attend college in 1972?,Wisconsin–Parkside,ice hockey,561
814,What team did Abdul Jeelani play for in 1976?,Lazio,ice hockey,561
815,For how many years did Abdul Jeelani play professional basketball?,13,ice hockey,561
816,How old was Jeelani when he first played for the Dallas Mavericks?,26,ice hockey,561
817,When did Abdul Jeelani start attending college?,1972,ice hockey,561
818,How much longer was Jeelani's NBA career than his college career?,9 years,ice hockey,561
819,Which team did Belus Smawley was coach in 1955?,Pembroke State,basketball,566
820,Where did Belus Smawley was studied college in 1942?,Appalachian State,basketball,566
821,How old was Belus Smawley when he attended Appalachian State in 1939?,21 years old,basketball,566
822,How long was Belus Smawley playing career?,6 years,basketball,566
823,Which team was Smawley coaching the year he won North State Conference Coach of the Year?,Appalachian State,basketball,566
824,How old was Smawley when he started playing for the 	St. Louis Bombers?,28,basketball,566
825,How much longer did Smawley coach for Pembroke State than played for the Baltimore Bullets?,3 years,basketball,566
826,How long did Belus Smawley's coaching career last?,5 years,basketball,566
827,How many years did Belus Smawley was active carreer since 1946?,6 Years (1946-1952),basketball,566
828,What year did Bill Hewitt play for the Chicago Bulls?,1974,basketball,568
829,How many years did Bill Hewitt play in his career?,6 years,basketball,568
830,How long did Bill Hewitt play for the Lakers?,1 year,basketball,568
831,How old was Hewitt when he played for the Chicago Bulls?,30,basketball,568
832,What team did Hewitt begin to play for the year he was on the NBA All-Rookie First Team?,Los Angeles Lakers,basketball,568
833,How much longer did Hewitt's NBA career last than his college career?,2 years,basketball,568
834,How many years does Bill Hewitt was in active career?,6 Years (1968–1974),basketball,568
835,Which college did Bill Hewitt was studied in 1965?,Mt. SAC,basketball,568
836,Which team did Bill Hewitt was played in 1970?,Detroit Pistons,basketball,568
837,What was the age when Bill Hosket was received the award of NBA champion (1970)?,Age of 24,basketball,569
838,How much longer was Hosket's NBA career than his college career?,1 year,basketball,569
839,How many years did Bill Hosket play in his career?,4 years,basketball,569
840,What year did Bill Hosket win a gold medal in the Olympic Games?,1968,basketball,569
841,What team did Bill Hosket play for in 1968?,New York Knicks,basketball,569
842,For what NBA team did Hosket play the year he won a gold medal at the Olympics?,New York Knicks,basketball,569
843,How many years did Bill Hosket was played for Buffalo Braves?,2 Years (1970-1972),basketball,569
844,Which college did Bill Hosket was studied in 1966?,Ohio State College,basketball,569
845,How many years after entering the NBA draft did Hosket play for the Buffalo Braves?,2,basketball,569
846,What is the college name did Janice Lawrence Braxton  was studied in 1983?,Louisiana Tech,ice hockey,577
847,What was the age of Janice Lawrence Braxton When he played Olympic Games?,Age of 22,ice hockey,577
848,How many gold medals won by Janice Lawrence Braxton since 1983?,3 Gold Medals,ice hockey,577
849,Where did Janice Lawrence Braxton play college basketball in 1980?,Louisiana Tech,ice hockey,577
850,How old was Janice Lawrence Braxton when she entered the WNBA Draft?,35 years old,ice hockey,577
851,How old was Braxton when she won a silver medal in Rio De Janiero?,19,ice hockey,577
852,In what city did Braxton win a gold medal the same year of her gold in the Olypmics?,Taipei,ice hockey,577
853,How many years after winning a gold medal at the Olympic Games did Braxton play for the Cleveland Rockers?,13,ice hockey,577
854,What year did Janice Lawrence Braxton win a gold medal in the Olympics?,1984,ice hockey,577
855,What year did Marcos Leite win gold in the FIBA AmeriCup games?,1984,ice hockey,579
856,How many year did Marcos Leite playing career last?,22 years,ice hockey,579
857,What college did Marcos Leite play for in 1983?,Pepperdine,ice hockey,579
858,What team did Marcos Leite play for when he won the Brazilian championship in 1983?,E.C. Sírio,ice hockey,579
859,In what city did Leite win a bronze medal the same year he became FIBA Intercontinental Cup champion?,San Juan,ice hockey,579
860,How many different times did Marcos Leite play for E.C. Sírio?,3,ice hockey,579
861,What professional team did Leite play for the year he won his first gold medal at the FIBA South American Championship ?,Fluminense,ice hockey,579
862,In what places did Marcos Leite win bronze medals?,"Philippines, Mexico City and San Juan",ice hockey,579
863,How many years longer was Leite's playing career than his college career?,9,ice hockey,579
864,For what professional team did Antiga play for when won silver at the FIVB World League in Moscow?,CV Pòrtol,volleyball,588
865,What year did Stéphane Antiga win a silver medal in 2006 Moscow?,FIVB World League,volleyball,588
866,How old was Stéphane Antiga when he won the FIVB World Championship?,26 years old,volleyball,588
867,How many years were between the time Antiga first played professionally and when he began coaching?,20,volleyball,588
868,How old was Antiga when he first played for Paris Volley?,22,volleyball,588
869,Which country did Stéphane Antiga lead to gold in 2014?,Poland,volleyball,588
870,How many national teams has Stéphane Antiga coached?,two,volleyball,588
871,What World Championship did Stéphane Antiga win gold?,2014 Poland,volleyball,588
872,How old was Stéphane Antiga the year he medaled in Argentina?,26,volleyball,588
873,How long after 20th Century Studios was founded was it owned by Walt Disney?,84 years,company,592
874,How much longer was 20th Century Studios owned by News Corporation than 21st Century Fox?,12 years,company,592
875,"Who was the second owner of 20th Century Studios, Inc.?",News Corporation,company,592
876,How many employees did 20th Century Studios have the year before Walt Disney became its parent company?,"2,300",company,592
877,"Who is the most recent owner of 20th Century Studios, Inc.?",The Walt Disney Company,company,592
878,"Who became the Parent Company of 20th Century Studios, Inc. in 2019?",Walt Disney Studios,company,592
879,"How many employees did 20th Century Studios, Inc. have in 2018?","2,300",company,592
880,"How many years has 20th Century Studios, Inc. been in existence?",87 years,company,592
881,"When did the most recent owner of 20th Century Studios, Inc. acquire the company?",2019,company,592
882,How many years has 888 Holdings PLC been in existence?,25 years,company,595
883,What was the operating income for 888 Holdings PLC in 2021?,$87 Billion,company,595
884,How many employees did 888 Holdings PLC report in 2022?,"1,350",company,595
885,"As of the first month in 2022, how may people were employed by ATT?","203,000",company,597
886,For how many years was ATT known as Southwestern Bell Corporation?,12,company,597
887,for how long has the current ATT logo been in use?,6 years,company,597
888,What was the total revenue for AT&T Inc. in 2021?,$168.86 billion,company,597
889,How long ago was AT&T Inc. founded?,39 years,company,597
890,How long had AT&T been known by a different name?,22 years,company,597
891,What was AT&T Inc. known as prior to 1995?,Southwestern Bell Corporation,company,597
892,What was AT&T known as when September 11th happened?,SBC Communications Inc.,company,597
893,Is there more or less employess at AT&T in 2022 compared to 2021?,less,company,597
894,"what type of industry as a Ambassadors Group, Inc.?",Educational travel,website,600
895,What us total equity of Ambassadors Group in 2009?,US$91.0 million,website,600
896,What is the revenue of Ambassadors Group in 2009?,US$98.6 million,website,600
897,When is Ambassadors Group was founded?,"Spokane, Washington (1967)",website,600
898,How many dollars of Operating income?,$32.2 million,website,600
899,"Which year is founded of Ambassadors Group, Inc?",1967,website,600
900,"Which place founded in Ambassadors Group, Inc?","Spokane, Washington",website,600
901,what is the Revenue of Ambassadors Group?,US$98.6 million,website,600
902,"where is founded of Ambassadors Group, Inc.?",Spokane,website,600
903,How many students were there in University of Cambridge during the year 2020?,"24,450",university,606
904,"Which is greater, the age of the University of Cambridge or its amount of acres?",age,university,606
905,When was the University of Cambridge was established?, 1209,university,606
906,How many Academic staff in 2020 at University of Cambridge?,6170,university,606
907,How many years ago University of Cambridge Founded?,813 years ago,university,606
908,What was the name of University of Cambridge in 1209?,"The Chancellor, Masters and Scholars of the University of Cambridge",university,606
909,When was University of Cambridge founded?,1209,university,606
910,What was the total students for University of Cambridge in 2020?,"24,450",university,606
911,What is the total of undergraduates and postgraduates	at the University of Cambridge?,"24,450",university,606
912,Who was the Vice Chancellor of University of Cambridge?,Stephen J. Toope,university,606
913,When was the University of Cambridge established?,1209 AD,university,606
914,How many academic affiliations does the University of Cambridge have?,seven,university,606
915,How many more academic affiliations than sporting affiliations does Yale University have?,one,university,611
916,How many languages are Yale University's mottos in?,two,university,611
917,How many years was Yale University known as Collegiate School?,17 years,university,611
918,How many students studied in Yale University 2020?,12060,university,611
919,How many years ago did Collegiate School was named Yale College?,304 years ago,university,611
920,What is the total of Yale University's academic staff and students?,"16,929",university,611
921,How many years did Yale University was named Collegiate School?,17 Years,university,611
922,What was the name of Yale University in 1701?,Collegiate School,university,611
923,How many years has Yale University been in existance?,321 years,university,611
924,Can more people attend basketball games or concerts at the Carrier Dome?,concerts,stadium,621
925,How many years passed between the ground breaking and the opening of the Carrier Dome?,2,stadium,621
926,In what decade was the capacity of the Carrier Dome the greatest?,80s,stadium,621
927,How many more undergraduates than postgraduates does Jacobs University Bremen have?,898,university,624
928,How many years ago this Jacobs University Bremen Established?,21 years ago,university,624
929,"Which is greater, the amount of Jacobs University Bremen's postgraduates	or doctoral students?",doctoral students,university,624
930,How many more doctoral students than post grads does Jacobs University have?,41,university,624
931,How many professors does Jacobs University have?,62,university,624
932,When was Jacobs university founded?,2001,university,624
933,How many Undergraduates and Postgraduates studied at Jacobs University Bremen in 2020?,1286,university,624
934,"Which is greater, the amount of Jacobs University Bremen's professors or doctoral students?",doctoral students,university,624
935,How many academic staff excluded Professors are working at Jacobs University Bremen in 2020?,188,university,624
936,How long did it take for NYSE to go from US$20.161 trillion volume to US$26.2 trillion marketcap?,10 years,monument,626
937,How many years after finding NYSE was its volume US$20.161 trillion?,219 years,monument,626
938,"After how many years of finding the NYSE, did its market cap reach $26.2 trillion?",229 years,monument,626
939,What was the opening date of the New York Stock Exchange?,"May 17, 1792",monument,626
940,What year was the New York Stock Exchange founded?,1792,monument,626
941,What was the market cap for the New York Stock Exchange in 2021?,$26.2 trillion,monument,626
942,What is the Market cap  volume difference betwwen 2011-2021?,US$6.039 trillion,monument,626
943,How many years ago this New York Stock Exchange Founded?,229 years ago,monument,626
944,In what year was the NYSE founded?,1792,monument,626
945,Who is the chairman of New York Stock Exchange in 2022?,Jeffrey Sprecher,monument,626
946,How many listings does the NYSE have?,2400,monument,626
947,What currency does the NYSE trade in?,US dollar,monument,626
948,Was the stadium called Tractor Stadium or Dzerzhinets Stadium for a longer period of time?,Dzerzhinets Stadium,stadium,627
949,How many years was the stadium called Tractor Stadium?,14,stadium,627
950,What is the capacity of OSC Metalist stadium?,"41,307",stadium,627
951,How many name changes has OSC Metalist stadium had?,3,stadium,627
952,When did OSC Metalist Stadium first open?,1926,stadium,627
953,How long after breaking ground did OSC Metalist open?,1 year,stadium,627
954,How many years after opening was OSC Metalist renovated?,83 years,stadium,627
955,What was the name of OSC Metalist 25 years after its opening?,Dzerzhinets Stadium,stadium,627
956,How many years after opening was the stadium renovated?,83,stadium,627
957,When was second Launch Pad became operational?,5 May 2005,launchpad,628
958,How many Launches did Satish Dhawan Space Centre (SDSC) completed?,83,launchpad,628
959,How many years after the first launch at the Satish Dhawan Space Centre did the first launch from its second launch pad occur?,26,launchpad,628
960,In what year did the first launch occur at the Satish Dhawan Space Centre?,1979,launchpad,628
961,How many launch pads are at the Satish Dhawan Space Centre?,3,launchpad,628
962,Who is the chairman of Satish Dhawan Space Centre?,Shri A Rajarajan,launchpad,628
963,Which year Satish Dhawan Space Centre named?,2002,launchpad,628
964,Where did Satish Dhawan Space Centre located?,Sriharikota,launchpad,628
965,How many Launch Pads are there?,3,launchpad,628
966,Which year is last launch?,1991,launchpad,629
967,How many proton launchces?,63,launchpad,629
968,Which year is first launch?,1977,launchpad,629
969,What year did the first launch from Site 200 occur?,1980,launchpad,629
970,How many launches occurred at Site 200/40 in total?,63,launchpad,629
971,How many launch pads are at Site 200?,2,launchpad,629
972,What was the time difference between the first launch and the last launch at 200/39?,Almost 22 years,launchpad,629
973,What was the time difference between the first and last launch at the site 200/40 site?,Almost 14 years,launchpad,629
974,Which site had multiple associated rockets?,Site 200/39,launchpad,629
975,what is the products of the West Stanley Pit?,coal,event,634
976,how many death occur in West Stanley Pit?,168,event,634
977,what is the depth of West Stanley Pit?,163 fathoms 1882 disaster,event,634
978,Which location  occurred of West Stanley Pit?,Durham,event,634
979,How many deaths of West Stanley Pit?,13,event,634
980,when did the inquest was occuring?,26 and 27 April 1882.,event,634
981,What is the depth of the disaster?,The depth of disaster is 163 fathoms.,event,634
982,Which country occurred of West Stanley Pit?,United Kingdom,event,634
983,What is the death rate in West Stanley Pit disaster?,Totally 13 deaths in West Stanley Pit disaster.,event,634
984,When was the last time that Blaze Riorden won a medal at the World Indoor Lacrosse Championship?,2019,lacrosse,642
985,How many years apart were the medals that Blaze Riorden won at the World Indoor Lacrosse Championship?,4 years,lacrosse,642
986,When was the most recent time that Blaze Riorden was an all star in the PLL?,2021,lacrosse,642
987,How many times did Blaze Riorden was won Oren Lyons Goalie of the Year from 2019?,3 Times,lacrosse,642
988,Which team did Blaze Riorden was played in 2016?,Albany,lacrosse,642
989,How many titles did Blaze Riorden earn between 2016 and 2021?,9,lacrosse,642
990,What was the age when Blaze Riorden won America East Defensive Player of the Year in 2016?,Age of 22,lacrosse,642
991,What league was Blaze Riorden playing for when he won the World Indoor Lacrosse Championship in Langley?,PLL,lacrosse,642
992,Where did Blaze Riorden compete in the World Lacrosse Championship when he won the First Team All America East for the second time?,Onondaga,lacrosse,642
993,How many years ago Brandon Miller career started?,21 Years ago,lacrosse,644
994,How many times did Brandon Miller awarded Harry Lumley Trophy from 2008?,2 Times,lacrosse,644
995,When was the first time that Brandon Miller was the Mann Cup Champion?,2002,lacrosse,644
996,How long was it between when Brandon Miller won the Harry Lumley Trophy the first time and the last time?,12 years,lacrosse,644
997,What was the age when Brandon Miller won NLL All-Star award in 2007?,Age of 28,lacrosse,644
998,What years did Brandon Miller win more than one award?,"2007, 2008, 2013, 2014",lacrosse,644
999,When was the most recent time that Brandon Miller was the Mann Cup Champion?,2014,lacrosse,644
1000,When was the first time that Brandon Miller won the Harry Lumley Trophy?,2002,lacrosse,644
1001,At what age did Brandon Miller earn a spot on the 2nd Team All-Pro?,34,lacrosse,644
1002,When Dylon Molloy started his career?,2017,lacrosse,655
1003,Which team Dylon Molloy is currently playing for?,Chrome,lacrosse,655
1004,How long has Dylan Molloy been playing professionally?,5 years,lacrosse,655
1005,How many years after winning the USILA player of the year did Dylan Molloy become a pro?,1,lacrosse,655
1006,Who did Dylan Molloy play for before the Buffalo Bandits?,Brown,lacrosse,655
1007,How many teams did Dylan Molloy play for after graduating from Brown?,4,lacrosse,655
1008,How many awards did Dylan Molloy earn the year before he graduated from Brown?,2,lacrosse,655
1009,In 2016 what award Dylon Molloy got?,Tewarraton Award,lacrosse,655
1010,How many years ago was Dylan Molloy the USILA Player of the Year?,6,lacrosse,655
1011,When was the first time that Frank Urso was an NCAA D-I Champion?,1975,lacrosse,656
1012,When was the most recent time that Frank Urso was on the All-American team?,1976,lacrosse,656
1013,How many times did Frank Urso won NCAA D-I Champion from 1973?,"2 Times (1973, 1975)",lacrosse,656
1014,Which country did Frank Urso was participated in World Lacrosse Championship 1974?,United States,lacrosse,656
1015,How many years before Frank Urso began his pro career was he inducted into the U.S. Lacrosse Hall of Fame?,6,lacrosse,656
1016,What years did Frank Urso earn more than one title?,"1974, 1975, 1976",lacrosse,656
1017,How long after Frank Urso earned his first NCAA D-1 Champion title did he compete in the World Lacross Championship?,1 year,lacrosse,656
1018,How many years ago did Frank Urso awarded Division I Player of the Year?,47 years ago,lacrosse,656
1019,When was the last time that Frank Urso was the Midfielder of the Year?,1976,lacrosse,656
1020,"Between 2011 and 2013, in which two cities did swimmer Alicia Coutts compete in the World Championships?",Shanghai and Barcelona,swimming,665
1021,What year did Alicia Coutts win Olympic gold?,2012,swimming,665
1022,How old was Alicia Coutts when she won her gold medal in the 2012 Olympics?,25 years old,swimming,665
1023,What event did Alicia Coutts win the gold at the 2012 London Olympics?,4×100 m freestyle,swimming,665
1024,Which country did Alicia Coutts represented in Olympic Games in 2012?,Australia,swimming,665
1025,What was age when Alicia Coutts won first gold medal in Pan Pacific Championships 2014?,27,swimming,665
1026,How many gold medels won by Alicia Coutts in the Olympic Games 2012 ?,One,swimming,665
1027,"In 2010, how many gold medals did swimmer Alicia Coutts win at the Commonwealth Games?",5,swimming,665
1028,How many Pan Pacific Championships did swimmer Alicia Coutts compete in between 2010 and 2014?,2,swimming,665
1029,How old was Carolijn Brouwer when she first competed in the ISAF World Youth Championships?,18,sailor,668
1030,Which country did Carolijn Brouwer is representing since 1991?,Netherlands,sailor,668
1031,What countries has Carolijn Brouwer represented in World Championship competition?,Netherlands and Belgium,sailor,668
1032,What was the last year that Carolijn Brouwer won a gold medal in the World Championships?,1998,sailor,668
1033,How old was Carolijn Brouwer when she won her last gold medal in the World Championships?,25 years old,sailor,668
1034,What year did Carolijn Brouwer win a silver medal representing Belgium in the World CHampionships?,2007,sailor,668
1035,How many gold medals won by Carolijn Brouwer in World Championships from 1996-1998?,Two,sailor,668
1036,What was the age when Carolijn Brouwer won first gold medal in ISAF World Youth Championships 1991?,Age of 18,sailor,668
1037,How many years were there between Carolijn Brouwer competing for the Netherlands and Belgium?,6,sailor,668
1038,Which year did Charlotte Atkinson win the most of all medals combined?,2015,swimming,669
1039,For how many different events did Charlotte Atkinson win silver medals?,6,swimming,669
1040,What year did Charlotte Atkinson win the most gold medals?,2015,swimming,669
1041,Where were the 2018 European Championship games held where Charlotte Atkinson won a gold medal?,Glasgow,swimming,669
1042,What year did Charlotte Atkinson win her first bronze medal in the Island Games?,2011,swimming,669
1043,How old was Charlotte Atkinson when she won the gold in the European Championships?,22 years old,swimming,669
1044,How many years after winning a bronze medal in the Isle of Wight 200 m medley did Atkinson win a gold medal at the 2018 Glasgow 4×100 m mixed medley?,7,swimming,669
1045,In what year did Atkinson win the most gold medals?,2015,swimming,669
1046,How old was Atkinson when she won her first gold medal?,15,swimming,669
1047,How many bronze medals won by Claire Leroy in World Championships since 2004?,Three,sailor,671
1048,What was the age when Claire Leroy won first gold medal in 2007 World Championships?,Age of 27,sailor,671
1049,Which country did Claire Leroy represented in 2004 World Championships?,France,sailor,671
1050,Where did Claire Leroy win her most recent bronze medal in the World Championships in 2011?,Perth,sailor,671
1051,How old was Claire Leroy When she won gold for the 2007 World Championships?,27 years old,sailor,671
1052,How many years apart were there when Claire Leroy won her gold World Championships medals?,one,sailor,671
1053,When did Claire Leroy win her most recent World Championships medal?,2011,sailor,671
1054,How many years did it take for Claire Leroy to win a gold medal after her first bronze medal?,3 years,sailor,671
1055,How old was Claire Leroy when she won her first World Championships medal?,27,sailor,671
1056,Which country did Heiko Kroeger represented in Paralympic Games in 2012?,German,sailor,677
1057,How many world championships gold titles of Heiko Kroeger?,8,sailor,677
1058,What year did Heiko Kroeger win a gold medal in the Olympics in Sydney?,2000,sailor,677
1059,How many metre run in World championships titles?,2.4m,sailor,677
1060,How old was Heiko Kroeger when he won a gold medal in the 2000 Olympics?,34 years old,sailor,677
1061,How many world championships silver titles of Heiko Kroeger?,6,sailor,677
1062,How many gold medals won by Heiko Kroeger in World Championships in Sailing from 2001?,Eight,sailor,677
1063,What was the age when Heiko Kroeger was won first gold in Paralympic Games 2000?,Age of 34,sailor,677
1064,How many years did Heiko Kroeger have before getting another medal after his gold medal in the 2000 Olympics?,12 years,sailor,677
1065,When was Marina Alabau's most recent appearance in the European Championships?,2012,sailor,688
1066,What year did Marina Alabau play their first World Championships game in Women's sailboarding?,2009,sailor,688
1067,What Olympic Games did Marina Alabau win a gold medal in?,2012 London,sailor,688
1068,How old was Marina Alabau when she won gold in the 2012 Olympics?,27 years old,sailor,688
1069,How many times has Marina Alabau won gold in Women's sailboarding in their lifetime?,7,sailor,688
1070,What event did Marina Alabau win the gold medal for in 2012 London Olympics?,RS:X,sailor,688
1071,How many gold medals won by Marina Alabau in European Championships from 2007-2012?,Five,sailor,688
1072,What was the age when Marina Alabau  played in Olympic Games 2012?,Age of 27,sailor,688
1073,Which country did  Marina Alabau is representing since 2007?,Spain,sailor,688
1074,How many years ago was Catch 22 published?,61,book,702
1075,Who was the publisher of Catch 22?,Simon and Schuster,book,702
1076,The follow up to Catch-22 was published in what year?,1994,book,702
1077,When was the book Catch-22 first published?,1961,book,702
1078,How many years ago was Catch-22 published?,61 years,book,702
1079,Who was the author of Catch 22?,Joseph Heller,book,702
1080,What year did the first edition hardback of Catch-22 release?,1961,book,702
1081,When did Catch-22 received its publication date?,"November 10, 1961",book,702
1082,Catch-22 was first printed when?,1961,book,702
1083,How long between Quadri's highest rank and his silver and the Commonwealth games?,4 years,tabletennis,710
1084,What year did Aruna Quadri achieve his highest ranking?,2022,tabletennis,710
1085,How old was Aruna Quadri when he reached number 10?,33,tabletennis,710
1086,How many months ago was Aruna Quadri's highest ranking?,one,tabletennis,710
1087,How old was Aruna Quadri when he won the silver in the 2018 Gold Coast Commonwealth Games?,30 years old,tabletennis,710
1088,How old was Quadri when he won the sliver at the Commonwealth Games?,30,tabletennis,710
1089,How many months are between Quadri's current rank and his highest rank?,1,tabletennis,710
1090,What year did Aruna Quadri win a silver medal in the Commonwealth Games?,2018,tabletennis,710
1091,How many gold medals did Aruna Quadri win?,zero,tabletennis,710
1092,Who was the architect of Valderøy Church in 1961?,Øyvind Grimnes,church,714
1093,Which country located in Valderøy Church?,Norway,church,714
1094,Which year founded in Valderøy Church?,1961,church,714
1095,Which materials used build of church?,Stone/brick,church,714
1096,When was Valderoy Church was founded?,1961,church,714
1097,When was Valderoy Church was Consecrated?,29 July 1961,church,714
1098,What is the capacity of  Valderoy Church?,530,church,714
1099,How many years ago did Valderøy Church was consecrated?,61 years ago,church,714
1100,What is the seating capacity of Valderøy Church in 2022?,530,church,714
1101,How long was the Valen Chapel open after completion?,166 years,church,715
1102,How many years was the Valen Chapel completed when it was consecrated?,242 years,church,715
1103,How long has the church been open in total?,239 years,church,715
1104,What was the age of the church when it was consecrated?,242 years old,church,715
1105,What is the capacity of Valen kapell church?,50,church,715
1106,When is Valen kapell church was found?,13th century,church,715
1107,How old was the church when it intially closed?,166 years old,church,715
1108,When Valen kapell  was closed?,1873-1949,church,715
1109,How long did it take for the consecration of the Valen Chapel take from the time it was closed?,76 years,church,715
1110,Which country is Denomination of church?,Church of England,church,719
1111,Which materials used built of church?,"brick, stone",church,719
1112,Which country located of All Hallows Twickenham?,United Kingdom,church,719
1113,How many days did All Hallows Twickenham was construction completed after ground breaking in 11 July 1939?,487 days,church,719
1114,what is the length of All Hallows Twickenham?,35 m,church,719
1115,What is the name of Former?,St Martin's Mission Twickenham,church,719
1116,How many years ago did  All Hallows Twickenham was Designated as Grade I?,70 Years ago (1952),church,719
1117,where is the location of All Hallows Twickenham?,United Kingdom,church,719
1118,Who was the Architect(s) constructed the  All Hallows Twickenham in 1940?,"Robert Atkinson, Christopher Wren",church,719
1119,What year was the Palace of Westminster built?,1016,monument,726
1120,What year did the Palace of Westminster become a World Historical Site?,2008,monument,726
1121,How many years did it take to rebuild the Palace of Westminster?,36 years,monument,726
1122,How many years after its demolition did the rebuilding of the Palace of Westminster begin?,4,monument,726
1123,How many years did it take to rebuild the Palace of Westminster?,36,monument,726
1124,How many years takes to rebuild Palace of Westminster?,36 years,monument,726
1125,How old was Palace of Westminster?,1006 years,monument,726
1126,What is the offical name of Palace of Westminster when it was listed in UNESCO World Heritage Site 2008?,"Palace of Westminster, Westminster Abbey, and St Margaret's Church",monument,726
1127,How many years after it was built did the Palace of Westminister catch on fire?,822,monument,726
1128,How old was Timoshenko when he began skating?,5,figure skating,735
1129,How many years after Timoshenko began skating did he win his first gold medeal?,14,figure skating,735
1130,How many personal best scores did Timoshenko achieve a year before he retired?,3,figure skating,735
